year,device,count,Decade
1977,&,1,1970
1977,Oven,1,1970
1977,lantern,1,1970
1978,k,1,1970
1978,embroidered,12,1970
1978,badge,12,1970
1978,a,126,1970
1978,jockey,2,1970
1978,wheel,2,1970
1978,portable,7,1970
1978,stove,1,1970
1978,bee,1,1970
1978,frame,12,1970
1978,end,3,1970
1978,bar,3,1970
1978,metal,9,1970
1978,section,11,1970
1978,suitable,1,1970
1978,for,35,1970
1978,use,3,1970
1978,with,5,1970
1978,sliding,1,1970
1978,doors,1,1970
1978,A,21,1970
1978,game,2,1970
1978,board,1,1970
1978,Desk,1,1970
1978,Pad,1,1970
1978,Water,3,1970
1978,Heater,2,1970
1978,Retrofitting,2,1970
1978,correspondence,1,1970
1978,file,1,1970
1978,Solar,1,1970
1978,Heating,1,1970
1978,Coil,1,1970
1978,Mounting,1,1970
1978,Bracket,1,1970
1978,commode,1,1970
1978,seat,3,1970
1978,support,10,1970
1978,socket,2,1970
1978,an,15,1970
1978,instrument,2,1970
1978,stand,2,1970
1978,cassette,1,1970
1978,Garment,1,1970
1978,Hanger,1,1970
1978,plow,1,1970
1978,shank,2,1970
1978,carrier,3,1970
1978,indicator,8,1970
1978,desk,1,1970
1978,pad,1,1970
1978,wallet,1,1970
1978,medicaments,1,1970
1978,paint,1,1970
1978,pump,5,1970
1978,garment,1,1970
1978,hanger,1,1970
1978,spacer,1,1970
1978,casing,1,1970
1978,liquid,1,1970
1978,plate,11,1970
1978,electric,1,1970
1978,motor,2,1970
1978,toy,3,1970
1978,roofing,1,1970
1978,tile,1,1970
1978,skylight,1,1970
1978,adjustable,2,1970
1978,mounting,1,1970
1978,fastener,2,1970
1978,electrical,4,1970
1978,heating,4,1970
1978,element,5,1970
1978,petrol,3,1970
1978,dispensing,3,1970
1978,Pool,3,1970
1978,Shotshell,1,1970
1978,Wadding,1,1970
1978,container,20,1970
1978,shoe,3,1970
1978,Pallet,1,1970
1978,shorts,1,1970
1978,handle,1,1970
1978,cable,1,1970
1978,and/or,1,1970
1978,powerboard,1,1970
1978,kettle,1,1970
1978,curtain,2,1970
1978,track,1,1970
1978,bracket,6,1970
1978,Bath,1,1970
1978,or,4,1970
1978,Shell,1,1970
1978,Platter,1,1970
1978,set,3,1970
1978,of,4,1970
1978,canisters,1,1970
1978,and,8,1970
1978,common,1,1970
1978,lid,4,1970
1978,base,5,1970
1978,supporting,3,1970
1978,reinforcing,1,1970
1978,members,1,1970
1978,expansion,1,1970
1978,cap,4,1970
1978,Produce,1,1970
1978,Box,1,1970
1978,Pump,2,1970
1978,Textiles,9,1970
1978,mount,1,1970
1978,device,2,1970
1978,Can,1,1970
1978,End,1,1970
1978,coffin,3,1970
1978,rocking,1,1970
1978,horse,1,1970
1978,Booster,1,1970
1978,Cushion,1,1970
1978,Shower,1,1970
1978,Screen,1,1970
1978,Flow,1,1970
1978,Control,1,1970
1978,pool,2,1970
1978,box,1,1970
1978,wooden,1,1970
1978,discs,1,1970
1978,wood,1,1970
1978,pole,2,1970
1978,traversing,1,1970
1978,master,1,1970
1978,carriage,1,1970
1978,bottle,7,1970
1978,overcap,5,1970
1978,table,4,1970
1978,chair,6,1970
1978,Chair,2,1970
1978,Frame,2,1970
1978,Swing,1,1970
1978,Lounge,1,1970
1978,display,4,1970
1978,transparency,1,1970
1978,Canine,2,1970
1978,Safety,2,1970
1978,Belt,2,1970
1978,clamp,1,1970
1978,industrial,1,1970
1978,services,1,1970
1978,collection,1,1970
1978,receptacle,1,1970
1978,childs,1,1970
1978,play,1,1970
1978,Fixing,1,1970
1978,clip,1,1970
1978,cladding,1,1970
1978,material,1,1970
1978,toilet,1,1970
1978,bowl,1,1970
1978,Hinge,1,1970
1978,Plate,1,1970
1978,Toilet,1,1970
1978,Roll,1,1970
1978,Dispenser,1,1970
1978,Knee,1,1970
1978,Brace,1,1970
1978,rolling,1,1970
1978,grills,1,1970
1978,panel,1,1970
1978,mining,4,1970
1978,roof,3,1970
1978,bolts,2,1970
1978,Bottle,1,1970
1978,Cap,1,1970
1978,sandwich,1,1970
1978,toaster,2,1970
1978,articles,1,1970
1978,comprising,1,1970
1978,door,1,1970
1978,stop,1,1970
1978,holder,4,1970
1978,spoon,1,1970
1978,three-tier,1,1970
1978,bench,2,1970
1978,leg,2,1970
1978,boat,6,1970
1978,propeller,1,1970
1978,guard,1,1970
1978,inboard,1,1970
1978,outboard,1,1970
